# of reads,# of items in equivalence class,isoforms in equivalence class
233,5,"ENST00000526630, ENST00000453096, ENST00000530496, ENST00000265963, ENST00000534641"
233,1,ENST00000534030
231,1,ENST00000254579
230,10,"ENST00000464784, ENST00000481687, ENST00000527343, ENST00000381036, ENST00000526072, ENST00000492252, ENST00000263645, ENST00000533417, ENST00000475945, ENST00000492627"
230,6,"ENST00000381036, ENST00000526072, ENST00000263645, ENST00000481687, ENST00000527343, ENST00000492627"
229,2,"ENST00000527971, ENST00000257829"
228,11,"ENST00000534797, ENST00000525701, ENST00000397614, ENST00000529768, ENST00000397615, ENST00000397604, ENST00000533410, ENST00000354420, ENST00000438658, ENST00000524464, ENST00000356187"
221,13,"ENST00000636571, ENST00000637915, ENST00000433655, ENST00000678991, ENST00000429746, ENST00000637387, ENST00000236671, ENST00000637815, ENST00000636615, ENST00000636397, ENST00000438213, ENST00000636843, ENST00000367196"
219,4,"ENST00000431206, ENST00000532097, ENST00000525665, ENST00000382671"
217,7,"ENST00000524711, ENST00000323213, ENST00000524896, ENST00000526267, ENST00000531921, ENST00000531120, ENST00000525782"
215,2,"ENST00000300738, ENST00000532170"
211,6,"ENST00000448187, ENST00000620138, ENST00000380542, ENST00000526115, ENST00000492685, ENST00000532325"
211,8,"ENST00000396525, ENST00000526148, ENST00000524932, ENST00000532082, ENST00000527419, ENST00000339995, ENST00000531416, ENST00000525681"
209,3,"ENST00000534562, ENST00000318950, ENST00000447399"
209,1,ENST00000528634
207,4,"ENST00000317204, ENST00000527886, ENST00000525159, ENST00000263646"
206,3,"ENST00000616316, ENST00000533141, ENST00000680197"
206,3,"ENST00000531978, ENST00000530022, ENST00000314138"
205,1,ENST00000526104
205,1,ENST00000319006
205,4,"ENST00000530702, ENST00000527419, ENST00000339995, ENST00000528562"
203,3,"ENST00000442151, ENST00000263398, ENST00000425428"
202,3,"ENST00000527971, ENST00000529523, ENST00000257829"
202,5,"ENST00000532829, ENST00000530019, ENST00000534180, ENST00000529548, ENST00000273550"
201,9,"ENST00000651785, ENST00000395850, ENST00000642928, ENST00000652678, ENST00000426650, ENST00000415002, ENST00000651485, ENST00000652086, ENST00000533403"
200,2,"ENST00000288937, ENST00000532203"
199,10,"ENST00000396525, ENST00000526148, ENST00000524932, ENST00000532082, ENST00000531416, ENST00000528562, ENST00000527419, ENST00000339995, ENST00000532570, ENST00000525681"
198,3,"ENST00000527337, ENST00000054950, ENST00000532942"
197,13,"ENST00000534797, ENST00000529115, ENST00000525701, ENST00000397614, ENST00000529306, ENST00000397615, ENST00000397604, ENST00000533410, ENST00000527485, ENST00000354420, ENST00000529368, ENST00000438658, ENST00000356187"
196,3,"ENST00000524678, ENST00000399302, ENST00000650167"
196,1,ENST00000527791
196,1,ENST00000640310
194,2,"ENST00000265963, ENST00000534641"
194,11,"ENST00000533182, ENST00000397566, ENST00000469048, ENST00000397570, ENST00000649187, ENST00000532326, ENST00000647801, ENST00000348655, ENST00000532788, ENST00000330243, ENST00000525445"
194,2,"ENST00000531101, ENST00000300747"
192,6,"ENST00000439280, ENST00000278224, ENST00000380525, ENST00000531387, ENST00000529772, ENST00000397111"
190,7,"ENST00000532444, ENST00000524711, ENST00000323213, ENST00000524896, ENST00000531921, ENST00000531120, ENST00000525782"
190,4,"ENST00000278174, ENST00000530907, ENST00000528120, ENST00000527102"
189,2,"ENST00000320230, ENST00000628067"
189,10,"ENST00000680197, ENST00000680344, ENST00000681833, ENST00000527146, ENST00000616316, ENST00000399817, ENST00000680261, ENST00000681211, ENST00000602569, ENST00000533141"
189,1,ENST00000308020
187,7,"ENST00000005082, ENST00000429541, ENST00000354599, ENST00000620374, ENST00000343338, ENST00000399602, ENST00000526601"
185,2,"ENST00000354817, ENST00000532701"
185,2,"ENST00000532027, ENST00000254579"
182,6,"ENST00000530181, ENST00000684123, ENST00000684215, ENST00000533792, ENST00000299492, ENST00000528883"
182,9,"ENST00000539814, ENST00000541097, ENST00000422447, ENST00000536528, ENST00000545215, ENST00000543695, ENST00000396222, ENST00000430553, ENST00000545467"
181,2,"ENST00000529548, ENST00000534180"
180,3,"ENST00000526267, ENST00000531120, ENST00000524896"
180,7,"ENST00000680344, ENST00000681833, ENST00000527146, ENST00000602569, ENST00000616316, ENST00000399817, ENST00000680261"
179,4,"ENST00000530496, ENST00000265963, ENST00000534641, ENST00000453096"
179,8,"ENST00000532872, ENST00000530721, ENST00000534440, ENST00000531188, ENST00000525690, ENST00000422465, ENST00000526248, ENST00000530170"
178,1,ENST00000396197
177,14,"ENST00000527024, ENST00000528815, ENST00000534328, ENST00000332231, ENST00000687890, ENST00000448903, ENST00000531548, ENST00000526753, ENST00000529818, ENST00000534485, ENST00000687792, ENST00000693238, ENST00000524559, ENST00000530801"
177,4,"ENST00000526104, ENST00000527728, ENST00000325207, ENST00000527696"
176,1,ENST00000693612
176,5,"ENST00000524854, ENST00000529275, ENST00000325207, ENST00000527696, ENST00000526104"
175,10,"ENST00000534797, ENST00000529115, ENST00000525701, ENST00000397614, ENST00000397615, ENST00000397604, ENST00000533410, ENST00000354420, ENST00000438658, ENST00000356187"
175,12,"ENST00000278386, ENST00000415148, ENST00000525211, ENST00000433892, ENST00000263398, ENST00000425428, ENST00000442151, ENST00000526669, ENST00000352818, ENST00000428726, ENST00000526025, ENST00000434472"
174,3,"ENST00000352303, ENST00000529372, ENST00000532097"
173,3,"ENST00000454584, ENST00000524701, ENST00000278187"
173,7,"ENST00000528723, ENST00000396553, ENST00000529507, ENST00000396554, ENST00000534047, ENST00000444303, ENST00000529834"
173,6,"ENST00000429801, ENST00000359171, ENST00000355260, ENST00000324932, ENST00000524563, ENST00000650171"
172,1,ENST00000345732
171,5,"ENST00000414897, ENST00000425490, ENST00000414641, ENST00000379965, ENST00000454828"
170,2,"ENST00000530820, ENST00000389645"
170,5,"ENST00000530907, ENST00000528120, ENST00000525108, ENST00000527102, ENST00000278174"
169,8,"ENST00000524896, ENST00000525782, ENST00000532444, ENST00000524711, ENST00000323213, ENST00000526267, ENST00000531921, ENST00000531120"
168,4,"ENST00000532721, ENST00000054950, ENST00000532942, ENST00000530348"
166,10,"ENST00000278385, ENST00000415148, ENST00000433892, ENST00000263398, ENST00000425428, ENST00000442151, ENST00000525688, ENST00000428726, ENST00000279452, ENST00000434472"
165,3,"ENST00000324932, ENST00000650171, ENST00000359171"
164,4,"ENST00000534641, ENST00000265963, ENST00000524753, ENST00000453096"
164,12,"ENST00000396525, ENST00000526148, ENST00000530211, ENST00000530702, ENST00000524932, ENST00000532082, ENST00000527526, ENST00000531647, ENST00000531416, ENST00000339995, ENST00000532570, ENST00000525681"
163,5,"ENST00000531058, ENST00000419348, ENST00000443524, ENST00000451739, ENST00000421577"
163,11,"ENST00000531807, ENST00000537760, ENST00000526717, ENST00000532814, ENST00000529237, ENST00000532950, ENST00000414023, ENST00000531421, ENST00000256196, ENST00000534746, ENST00000526063"
163,5,"ENST00000414138, ENST00000454668, ENST00000397583, ENST00000397582, ENST00000431809"
162,8,"ENST00000526711, ENST00000396751, ENST00000526114, ENST00000527121, ENST00000537806, ENST00000299421, ENST00000532063, ENST00000420936"
161,7,"ENST00000528815, ENST00000687890, ENST00000332231, ENST00000688963, ENST00000687792, ENST00000693238, ENST00000448903"
161,3,"ENST00000414641, ENST00000379965, ENST00000454828"
160,8,"ENST00000328221, ENST00000399808, ENST00000602735, ENST00000680588, ENST00000399815, ENST00000408968, ENST00000528780, ENST00000526811"
160,8,"ENST00000396525, ENST00000526148, ENST00000524932, ENST00000532082, ENST00000534605, ENST00000531416, ENST00000339995, ENST00000525681"
159,4,"ENST00000526596, ENST00000616714, ENST00000300737, ENST00000533977"
157,4,"ENST00000330243, ENST00000397566, ENST00000528413, ENST00000525445"
154,4,"ENST00000349215, ENST00000537258, ENST00000438420, ENST00000396253"
154,1,ENST00000328697
152,4,"ENST00000324932, ENST00000650171, ENST00000355260, ENST00000359171"
152,1,ENST00000254605
152,4,"ENST00000414023, ENST00000256196, ENST00000537760, ENST00000529237"
150,8,"ENST00000352303, ENST00000431206, ENST00000526783, ENST00000532097, ENST00000525665, ENST00000529372, ENST00000528906, ENST00000382671"
150,1,ENST00000532073
149,4,"ENST00000450670, ENST00000414897, ENST00000379965, ENST00000454828"
148,7,"ENST00000533182, ENST00000469048, ENST00000348655, ENST00000649187, ENST00000532326, ENST00000533190, ENST00000525445"
147,4,"ENST00000527337, ENST00000054950, ENST00000532942, ENST00000528630"
146,13,"ENST00000278386, ENST00000415148, ENST00000526000, ENST00000433892, ENST00000263398, ENST00000525211, ENST00000425428, ENST00000442151, ENST00000526669, ENST00000352818, ENST00000428726, ENST00000526025, ENST00000434472"
145,1,ENST00000422447
145,3,"ENST00000317204, ENST00000527886, ENST00000525159"
145,1,ENST00000539814
144,2,"ENST00000528634, ENST00000228136"
144,1,ENST00000396394
143,2,"ENST00000534136, ENST00000530401"
142,8,"ENST00000527121, ENST00000396751, ENST00000526114, ENST00000526318, ENST00000537806, ENST00000528995, ENST00000299421, ENST00000420936"
142,6,"ENST00000532872, ENST00000530721, ENST00000526248, ENST00000531188, ENST00000525690, ENST00000422465"
141,2,"ENST00000282032, ENST00000530909"
140,1,ENST00000532359
140,6,"ENST00000414138, ENST00000454668, ENST00000397583, ENST00000531112, ENST00000397582, ENST00000431809"
139,5,"ENST00000448187, ENST00000620138, ENST00000380542, ENST00000526115, ENST00000492685"
139,1,ENST00000531120
138,7,"ENST00000412903, ENST00000433961, ENST00000396847, ENST00000682968, ENST00000684655, ENST00000380034, ENST00000380027"
138,5,"ENST00000322008, ENST00000397420, ENST00000528011, ENST00000397421, ENST00000530726"
138,8,"ENST00000636571, ENST00000637915, ENST00000433655, ENST00000678991, ENST00000429746, ENST00000236671, ENST00000637815, ENST00000367196"
136,2,"ENST00000455098, ENST00000282096"
136,9,"ENST00000680197, ENST00000680344, ENST00000681833, ENST00000527146, ENST00000616316, ENST00000399817, ENST00000680261, ENST00000602569, ENST00000533141"
136,5,"ENST00000352303, ENST00000532097, ENST00000525665, ENST00000529372, ENST00000382671"
136,10,"ENST00000396993, ENST00000532523, ENST00000496834, ENST00000300730, ENST00000396986, ENST00000278243, ENST00000477358, ENST00000396991, ENST00000493547, ENST00000528216"
135,3,"ENST00000526358, ENST00000318950, ENST00000447399"
135,12,"ENST00000352818, ENST00000415148, ENST00000526000, ENST00000433892, ENST00000263398, ENST00000442151, ENST00000526669, ENST00000527889, ENST00000525211, ENST00000428726, ENST00000279452, ENST00000434472"
134,6,"ENST00000528815, ENST00000687890, ENST00000332231, ENST00000687792, ENST00000693238, ENST00000448903"
133,4,"ENST00000534464, ENST00000528655, ENST00000530439, ENST00000278175"
133,9,"ENST00000524851, ENST00000532872, ENST00000530721, ENST00000534440, ENST00000531188, ENST00000526608, ENST00000526248, ENST00000527446, ENST00000278572"
132,14,"ENST00000673834, ENST00000403482, ENST00000673626, ENST00000403510, ENST00000673817, ENST00000524392, ENST00000674108, ENST00000389707, ENST00000673868, ENST00000401424, ENST00000673892, ENST00000529388, ENST00000403290, ENST00000673888"
131,4,"ENST00000481687, ENST00000263645, ENST00000526072, ENST00000492627"
131,1,ENST00000524552
131,2,"ENST00000278174, ENST00000527102"
131,5,"ENST00000524486, ENST00000534649, ENST00000347755, ENST00000525028, ENST00000411829"
130,4,"ENST00000526267, ENST00000525782, ENST00000531120, ENST00000524896"
130,13,"ENST00000644683, ENST00000682424, ENST00000645285, ENST00000642892, ENST00000644218, ENST00000299427, ENST00000647152, ENST00000643439, ENST00000644810, ENST00000533371, ENST00000644933, ENST00000645620, ENST00000647209"
130,4,"ENST00000430469, ENST00000448838, ENST00000227868, ENST00000526309"
130,15,"ENST00000651785, ENST00000445143, ENST00000395850, ENST00000533181, ENST00000642928, ENST00000652678, ENST00000525763, ENST00000437761, ENST00000527577, ENST00000426650, ENST00000415002, ENST00000651485, ENST00000652086, ENST00000351554, ENST00000533403"
130,5,"ENST00000678132, ENST00000651655, ENST00000677121, ENST00000678993, ENST00000533626"
129,2,"ENST00000533439, ENST00000323213"
129,2,"ENST00000526104, ENST00000325207"
128,4,"ENST00000419348, ENST00000443524, ENST00000451739, ENST00000421577"
127,2,"ENST00000254616, ENST00000530751"
126,1,ENST00000317811
125,7,"ENST00000683197, ENST00000682266, ENST00000324559, ENST00000682341, ENST00000683411, ENST00000684663, ENST00000683437"
123,6,"ENST00000678132, ENST00000651655, ENST00000677121, ENST00000533626, ENST00000531572, ENST00000640290"
123,9,"ENST00000534797, ENST00000525701, ENST00000397614, ENST00000397615, ENST00000397604, ENST00000533410, ENST00000354420, ENST00000438658, ENST00000356187"
123,5,"ENST00000414023, ENST00000256196, ENST00000537760, ENST00000534746, ENST00000529237"
122,11,"ENST00000278385, ENST00000278386, ENST00000415148, ENST00000433892, ENST00000263398, ENST00000425428, ENST00000526669, ENST00000352818, ENST00000428726, ENST00000279452, ENST00000434472"
122,9,"ENST00000396525, ENST00000526148, ENST00000524932, ENST00000532082, ENST00000534605, ENST00000527419, ENST00000339995, ENST00000531416, ENST00000525681"
122,1,ENST00000300738
122,10,"ENST00000620138, ENST00000380542, ENST00000430811, ENST00000526115, ENST00000399614, ENST00000448187, ENST00000526842, ENST00000528968, ENST00000530064, ENST00000529361"
122,3,"ENST00000528313, ENST00000532073, ENST00000674194"
121,5,"ENST00000396604, ENST00000299606, ENST00000396597, ENST00000530463, ENST00000396602"
120,4,"ENST00000527971, ENST00000529523, ENST00000257829, ENST00000531159"
119,11,"ENST00000530648, ENST00000464784, ENST00000481687, ENST00000527343, ENST00000381036, ENST00000526072, ENST00000492252, ENST00000263645, ENST00000533417, ENST00000475945, ENST00000492627"
119,5,"ENST00000530702, ENST00000527419, ENST00000339995, ENST00000528562, ENST00000532570"
117,11,"ENST00000542179, ENST00000227157, ENST00000422447, ENST00000540430, ENST00000545215, ENST00000543695, ENST00000396222, ENST00000379412, ENST00000543445, ENST00000478970, ENST00000486690"
117,4,"ENST00000526104, ENST00000524854, ENST00000325207, ENST00000527696"
117,11,"ENST00000396525, ENST00000526148, ENST00000530702, ENST00000524932, ENST00000532082, ENST00000527526, ENST00000528562, ENST00000531416, ENST00000339995, ENST00000532570, ENST00000525681"
117,8,"ENST00000531058, ENST00000532505, ENST00000451739, ENST00000421577, ENST00000530266, ENST00000419348, ENST00000443524, ENST00000532081"
116,6,"ENST00000496468, ENST00000333256, ENST00000451491, ENST00000437110, ENST00000435795, ENST00000485682"
116,5,"ENST00000527661, ENST00000432887, ENST00000334274, ENST00000531632, ENST00000528107"
116,7,"ENST00000637915, ENST00000433655, ENST00000678991, ENST00000429746, ENST00000236671, ENST00000637815, ENST00000367196"
116,5,"ENST00000531751, ENST00000531581, ENST00000300013, ENST00000529318, ENST00000524803"
116,2,"ENST00000379965, ENST00000425490"
116,2,"ENST00000525684, ENST00000228136"
115,4,"ENST00000524439, ENST00000525684, ENST00000528634, ENST00000228136"
114,10,"ENST00000651785, ENST00000445143, ENST00000395850, ENST00000642928, ENST00000652678, ENST00000426650, ENST00000415002, ENST00000651485, ENST00000652086, ENST00000533403"
113,1,ENST00000526267
112,4,"ENST00000677121, ENST00000651655, ENST00000533626, ENST00000531572"
112,3,"ENST00000530762, ENST00000533907, ENST00000254605"
112,3,"ENST00000380996, ENST00000333256, ENST00000451491"
112,14,"ENST00000644683, ENST00000682424, ENST00000645285, ENST00000642892, ENST00000644218, ENST00000299427, ENST00000647152, ENST00000643439, ENST00000644810, ENST00000533371, ENST00000644933, ENST00000645620, ENST00000647209, ENST00000643516"
111,4,"ENST00000409548, ENST00000409655, ENST00000482937, ENST00000409479"
111,4,"ENST00000616316, ENST00000680344, ENST00000680197, ENST00000399817"
111,5,"ENST00000527728, ENST00000325207, ENST00000527696, ENST00000526104, ENST00000526982"
111,2,"ENST00000693612, ENST00000299424"
110,2,"ENST00000331079, ENST00000330796"
110,3,"ENST00000054950, ENST00000532942, ENST00000530348"
110,2,"ENST00000054950, ENST00000528630"
110,4,"ENST00000399602, ENST00000354599, ENST00000620374, ENST00000343338"
110,14,"ENST00000534797, ENST00000529115, ENST00000397614, ENST00000529306, ENST00000397615, ENST00000397604, ENST00000533410, ENST00000527485, ENST00000354420, ENST00000529368, ENST00000531149, ENST00000438658, ENST00000524464, ENST00000356187"
107,4,"ENST00000349215, ENST00000544218, ENST00000438420, ENST00000396253"
107,5,"ENST00000651655, ENST00000677121, ENST00000533626, ENST00000531572, ENST00000531329"
107,5,"ENST00000431206, ENST00000382671, ENST00000525665, ENST00000528906, ENST00000532097"
107,14,"ENST00000636571, ENST00000637915, ENST00000433655, ENST00000678991, ENST00000429746, ENST00000637387, ENST00000236671, ENST00000637815, ENST00000427721, ENST00000636615, ENST00000636397, ENST00000438213, ENST00000636843, ENST00000367196"
107,3,"ENST00000532444, ENST00000531120, ENST00000323213"
107,7,"ENST00000438025, ENST00000433961, ENST00000396847, ENST00000682968, ENST00000684655, ENST00000380034, ENST00000380027"
104,6,"ENST00000532872, ENST00000530721, ENST00000527446, ENST00000534440, ENST00000278572, ENST00000531188"
104,1,ENST00000602569
103,5,"ENST00000382762, ENST00000486280, ENST00000529614, ENST00000325147, ENST00000332865"
103,13,"ENST00000527926, ENST00000651785, ENST00000445143, ENST00000395850, ENST00000642928, ENST00000652678, ENST00000534312, ENST00000528700, ENST00000437761, ENST00000527577, ENST00000415002, ENST00000525763, ENST00000351554"
103,4,"ENST00000299613, ENST00000680141, ENST00000450114, ENST00000681684"
103,1,ENST00000351018
103,14,"ENST00000620138, ENST00000380542, ENST00000534372, ENST00000430811, ENST00000526115, ENST00000399614, ENST00000532325, ENST00000448187, ENST00000455338, ENST00000526842, ENST00000528968, ENST00000530064, ENST00000529361, ENST00000531291"
102,12,"ENST00000415148, ENST00000526000, ENST00000433892, ENST00000263398, ENST00000525211, ENST00000528455, ENST00000442151, ENST00000527889, ENST00000352818, ENST00000428726, ENST00000279452, ENST00000434472"
102,2,"ENST00000328697, ENST00000317945"
102,9,"ENST00000399808, ENST00000602735, ENST00000681840, ENST00000681198, ENST00000681304, ENST00000531688, ENST00000526811, ENST00000680209, ENST00000679382"
